% Al
%  Energy (wl)  n            
 5.05913384	-0.7138	3.6792
5.026522055	-0.73602	3.6738
1.807007317	-17.221	9.5878
1.802829538	-17.314	9.5762
1.798697128	-17.433	9.6827
1.794557643	-17.518	9.6992
1.790463024	-17.634	9.7888
1.786361309	-17.761	9.8227
1.782303965	-17.819	9.8752
1.778239505	-17.91	9.9003
1.774218929	-18.03	9.9356
1.770216494	-18.153	10.038
1.766206915	-18.196	10.017
1.762240506	-18.333	10.096
1.758266936	-18.397	10.152
1.754336069	-18.536	10.182
1.750398026	-18.695	10.26
1.746502226	-18.706	10.291
1.742623728	-18.789	10.288
1.738738034	-18.928	10.368
1.734893906	-19.048	10.435
1.73104257	-19.137	10.503
1.727232356	-19.285	10.547
1.72343888	-19.357	10.583
1.719638178	-19.467	10.618
1.71587795	-19.493	10.666
1.71213413	-19.645	10.767
1.708383071	-19.78	10.818
1.70467185	-19.826	10.828
1.700976718	-20.051	10.905
1.697274337	-20.07	10.974
1.693611171	-20.061	10.967
1.689963784	-20.314	11.071
1.686309137	-20.344	11.123
1.6826931	-20.481	11.172
1.679092538	-20.547	11.241
1.675507352	-20.686	11.31
1.671914897	-20.786	11.338
1.668360264	-20.885	11.409
1.664820714	-21.016	11.429
1.661296151	-21.079	11.449
1.657764314	-21.234	11.582
1.654269534	-21.289	11.568
1.650789458	-21.342	11.666
1.647323993	-21.52	11.722
1.643873048	-21.55	11.723
1.640436531	-21.687	11.807
1.636992738	-21.839	11.853
1.633584898	-21.881	11.944
1.630191217	-21.984	11.977
1.626811607	-22.106	12.01
1.623445981	-22.265	12.081
1.620094252	-22.314	12.131
1.616756334	-22.416	12.215
1.613432143	-22.503	12.243
1.610100683	-22.584	12.314
1.606803777	-22.816	12.411
1.603520344	-22.831	12.468
1.600250303	-22.956	12.521
1.596993573	-23.051	12.554
1.593750071	-23.164	12.61
1.590519717	-23.322	12.644
1.587302433	-23.377	12.731
1.584098137	-23.487	12.788
1.580906753	-23.551	12.882
1.577728202	-23.689	12.918
1.574562406	-23.813	13.034
1.57140929	-23.909	13.039
1.568268777	-24.022	13.104
1.565140792	-24.124	13.154
1.56202526	-24.219	13.207
1.558922107	-24.352	13.277
1.555831259	-24.398	13.363
1.552772089	-24.411	13.412
1.549705556	-24.641	13.459
1.546651111	-24.711	13.488
1.543608683	-24.936	13.611
1.540578201	-24.839	13.637
1.537559594	-25.1	13.757
1.534552794	-25.109	13.773
1.531557731	-25.164	13.824
1.528593182	-25.462	13.831
1.525621315	-25.444	13.977
1.522660981	-25.586	14.069
1.519712113	-25.715	14.049
1.516774645	-25.842	14.207
1.513866995	-25.975	14.18
1.510952058	-25.922	14.257
1.508048325	-26.07	14.278
